prefix,recordingId,trackId_1,trackId_2,class_1,class_2,pair_type,start_frame,end_frame,peak_frame,start_time_sec,end_time_sec,peak_time_sec,min_distance,min_ttc,min_dcpa,max_rel_speed,risk_score_peak,dist_threshold_used,ttc_threshold_used,dcpa_threshold_used,min_rel_speed_threshold_used,min_lon_acc_1,min_lon_acc_2,max_heading_change_1,max_heading_change_2,num_candidate_frames,egoTrackId,ego_speed_mps_peak,ego_speed_kph_peak,event_id,clip_file,clip_start_frame,clip_end_frame,clip_num_frames,clip_duration_sec,otherTrackId,egoClass,otherClass,ego_speed_at_peak_mps,ego_speed_at_peak_kph,ego_mean_speed_in_clip_mps,ego_min_speed_in_clip_mps,ego_max_speed_in_clip_mps,ego_mean_speed_in_clip_kph,ego_min_speed_in_clip_kph,ego_max_speed_in_clip_kph,other_distance_to_ego_at_peak,other_rel_speed_to_ego_at_peak,num_context_objects,num_primary_objects
19,19,0,1,bicycle,bicycle,cyclist_cyclist,19053,19090,19082,762.12,763.6,763.28,0.4733366032750925,1.1168489192424906,0.007018919790269964,0.7921026511759695,0.7901975661398876,10.0,3.0,2.0,0.3,-1.273,-0.9298,46.21350000000007,18.68010000000001,38,0,2.1164530942121065,7.619231139163584,19_0_1_19082_ego_0,clips/19/19_event_0001_pair_0_1_peak_19082_ego_0.csv,19007,19157,151,6.04,1,bicycle,bicycle,2.1164530942121065,7.619231139163584,2.362081379683298,1.0827935583480353,4.1564447464148975,8.503492966859874,3.898056810052927,14.963201087093632,0.6038707808794933,0.502591732920469,2,2
00,0,267,347,car,car,vehicle_vehicle,19880,19890,19886,795.2,795.6,795.44,3.8900184703931653,0.3530788290802014,0.07292645171452569,9.05867013308245,0.7866655506201164,15.0,3.0,3.5,0.8,-23.3736,-0.0,4.135799999999961,0.0,11,267,4.651259344521653,16.74453364027795,00_267_347_19886_ego_267,clips/00/00_event_0129_pair_267_347_peak_19886_ego_267.csv,19811,19961,151,6.04,347,car,car,4.651259344521653,16.74453364027795,10.146867485272217,4.218043064028626,13.203050375197392,36.52872294697998,15.184955030503053,47.53098135071061,4.520595284915466,4.651259344521653,4,2
03,3,697,698,car,trailer,vehicle_vehicle,26067,26073,26073,1042.68,1042.92,1042.92,3.5619596081370744,1.065374804053669,0.15136715351012137,3.3381266392993556,0.7727289667145578,15.0,3.0,3.5,0.8,-6.0638,1.3282,2.2461000000000126,2.1823000000000263,7,697,9.516803674553762,34.26049322839354,03_697_698_26073_ego_697,clips/03/03_event_0097_pair_697_698_peak_26073_ego_697.csv,25998,26148,151,6.04,698,car,trailer,9.516803674553762,34.26049322839354,10.467369364630638,7.501536118022761,11.935162181135203,37.6825297126703,27.005530024881942,42.96658385208673,3.5619596081370744,3.3381266392993556,3,2
05,5,7,9,bicycle,bicycle,cyclist_cyclist,6968,6996,6996,278.72,279.84,279.84,1.169370711109194,0.033104574207574546,1.144143385174008,7.297660877294861,0.7714218072412286,10.0,3.0,2.0,0.3,-0.0592,-0.566,20.816899999999976,6.751800000000031,29,9,3.1775338770814074,11.439121957493066,05_7_9_6996_ego_9,clips/05/05_event_0000_pair_7_9_peak_6996_ego_9.csv,6921,7071,151,6.04,7,bicycle,bicycle,3.1775338770814074,11.439121957493066,3.0386914580405695,2.403228037452959,3.8870552375802427,10.93928924894605,8.651620934830651,13.993398855288874,1.169370711109194,7.297660877294861,2,2
14,14,13,30,truck,car,vehicle_vehicle,860,886,886,34.4,35.44,35.44,2.0232114125814995,0.011703096085631097,2.0214249983259314,7.3308914723926994,0.7691258835868089,15.0,3.0,3.5,0.8,-0.0,-0.3815,0.0,50.88170000000002,27,30,7.263234412436376,26.147643884770954,14_13_30_886_ego_30,clips/14/14_event_0002_pair_13_30_peak_886_ego_30.csv,811,961,151,6.04,13,car,truck,7.263234412436376,26.147643884770954,7.3856089458475465,6.4354472144521555,8.030167740464703,26.58819220505117,23.167609972027762,28.908603865672934,2.0232114125814995,7.263234412436376,5,2
16,16,1,2,bicycle,bicycle,cyclist_cyclist,13051,13061,13061,522.04,522.44,522.44,1.2245150591152356,0.022631521199562913,1.2174425064176277,5.806887415819253,0.759062532014676,10.0,3.0,2.0,0.3,-0.3791,-0.03,11.874400000000009,23.090000000000003,11,1,2.5166785035041723,9.060042612615021,16_1_2_13061_ego_1,clips/16/16_event_0000_pair_1_2_peak_13061_ego_1.csv,12986,13136,151,6.04,2,bicycle,bicycle,2.5166785035041723,9.060042612615021,2.6185636009395497,2.2232143441422827,3.193364936865187,9.426828963382379,8.003571638912218,11.496113772714674,1.2245150591152356,5.806887415819253,5,2
17,17,0,1,bicycle,bicycle,cyclist_cyclist,20371,20393,20393,814.84,815.72,815.72,1.2931867653204665,0.005718060989675302,1.291675904768992,11.044075574261523,0.7472352722105657,10.0,3.0,2.0,0.3,-0.2605,-0.0773,8.786899999999974,16.459600000000023,23,1,5.168120780322379,18.605234809160567,17_0_1_20393_ego_1,clips/17/17_event_0000_pair_0_1_peak_20393_ego_1.csv,20318,20468,151,6.04,0,bicycle,bicycle,5.168120780322379,18.605234809160567,5.052475851412363,4.613630598563348,5.362198751445157,18.188913065084506,16.609070154828053,19.303915505202564,1.2931867653204665,10.92904325913298,2,2
08,8,450,451,car,trailer,vehicle_vehicle,17993,17998,17998,719.72,719.92,719.92,4.377955856332952,1.1205576974990588,0.29647963609891653,3.888315533749802,0.7308429235419254,15.0,3.0,3.5,0.8,-8.1511,1.4869,3.6879000000000133,2.665200000000027,6,450,9.066046309720681,32.637766714994456,08_450_451_17998_ego_450,clips/08/08_event_0077_pair_450_451_peak_17998_ego_450.csv,17923,18073,92,3.68,451,car,trailer,9.066046309720681,32.637766714994456,9.806890682451959,3.778101999681851,11.871552144938757,35.30480645682705,13.601167198854665,42.737587721779526,4.377955856332952,3.888315533749802,2,2
04,4,692,693,trailer,van,vehicle_vehicle,28746,28753,28753,1149.84,1150.12,1150.12,5.301605147500155,1.3267624295554783,0.006751829759019101,3.9958931079296898,0.729622383957441,15.0,3.0,3.5,0.8,0.6371,-4.1399,10.796700000000044,5.505300000000034,8,693,5.633966550308939,20.28227958111218,04_692_693_28753_ego_693,clips/04/04_event_0079_pair_692_693_peak_28753_ego_693.csv,28678,28828,93,3.72,692,van,trailer,5.633966550308939,20.28227958111218,7.973591387651806,5.462835399314169,9.001751168522713,28.7049289955465,19.66620743753101,32.40630420668177,5.301605147500155,3.9958931079296898,2,2
14,14,14,30,trailer,car,vehicle_vehicle,844,869,869,33.76,34.76,34.76,2.4848140534052003,0.01817613332104724,2.481247930163766,7.321545106055142,0.7160179329400637,15.0,3.0,3.5,0.8,-0.0,-0.3815,0.0,42.460499999999996,26,30,7.321545106055142,26.357562381798513,14_14_30_869_ego_30,clips/14/14_event_0028_pair_14_30_peak_869_ego_30.csv,794,944,151,6.04,14,car,trailer,7.321545106055142,26.357562381798513,7.186537613457293,5.272183655754037,8.030167740464703,25.871535408446256,18.979861160714535,28.908603865672934,2.4848140534052003,7.321545106055142,5,2
12,12,461,462,car,truck,vehicle_vehicle,23589,23627,23605,943.56,945.08,944.2,4.788811938257756,1.1362014130836222,0.05579016741130571,11.26167681697535,0.7101708681982377,15.0,3.0,3.5,0.8,-1.792,-1.7568,53.67689999999999,34.65350000000001,39,461,8.759905446978296,31.535659609121865,12_461_462_23605_ego_461,clips/12/12_event_0074_pair_461_462_peak_23605_ego_461.csv,23530,23680,151,6.04,462,car,truck,8.759905446978296,31.535659609121865,8.783554228385906,6.535551643893574,11.729223116643318,31.620795222189262,23.527985918016867,42.22520321991595,8.504635320811825,7.466378025522147,3,2
02,2,14,248,truck,car,vehicle_vehicle,8457,8476,8476,338.28,339.04,339.04,2.6761199991779123,0.018096479357484062,2.6719556389583126,8.246673933774755,0.6944083642115073,15.0,3.0,3.5,0.8,-0.0,-1.1103,0.0,46.72090000000003,20,248,8.246673933774755,29.688026161589118,02_14_248_8476_ego_248,clips/02/02_event_0003_pair_14_248_peak_8476_ego_248.csv,8401,8551,151,6.04,14,car,truck,8.246673933774755,29.688026161589118,7.495600642050264,6.379237190291642,8.360648908428102,26.984162311380953,22.96525388504991,30.09833607034117,2.6761199991779123,8.246673933774755,5,2
00,0,267,346,car,trailer,vehicle_vehicle,19889,19905,19891,795.56,796.2,795.64,3.433666567970758,0.002387879203327488,0.3158938769025405,11.669241323239484,0.6884936749613443,15.0,3.0,3.5,0.8,-23.3736,-0.0,4.810800000000029,0.0,17,267,5.653747636745029,20.353491492282107,00_267_346_19891_ego_267,clips/00/00_event_0128_pair_267_346_peak_19891_ego_267.csv,19816,19966,151,6.04,346,car,trailer,5.653747636745029,20.353491492282107,10.117308783463471,4.218043064028626,13.203050375197392,36.4223116204685,15.184955030503053,47.53098135071061,7.026454004688305,5.653747636745029,5,2
10,10,633,634,car,car,vehicle_vehicle,25693,25707,25707,1027.72,1028.28,1028.28,3.2743686979324695,1.152685928752923,0.9618505221984482,2.7153186277120405,0.6872538091614504,15.0,3.0,3.5,0.8,-3.393,-0.5921,18.527199999999993,14.81619999999998,15,633,7.516765602305289,27.06035616829904,10_633_634_25707_ego_633,clips/10/10_event_0104_pair_633_634_peak_25707_ego_633.csv,25632,25782,151,6.04,634,car,car,7.516765602305289,27.06035616829904,10.11148779532718,7.345484885288377,11.616992995177368,36.40135606317785,26.44374558703816,41.82117478263852,3.2743686979324695,2.7153186277120405,4,2
00,0,48,343,car,car,vehicle_vehicle,1643,1690,1690,65.72,67.6,67.6,2.756388051418035,0.016302431011791303,2.7541877752262196,10.162468322705857,0.6853330609337411,15.0,3.0,3.5,0.8,-2.8497,-0.0,5.591800000000092,0.0,48,48,5.921084922545868,21.315905721165123,00_48_343_1690_ego_48,clips/00/00_event_0031_pair_48_343_peak_1690_ego_48.csv,1615,1765,151,6.04,343,car,car,5.921084922545868,21.315905721165123,6.895385462649527,2.4130836143822285,11.897760559449834,24.8233876655383,8.687101011776022,42.8319380140194,2.756388051418035,5.921084922545868,6,2
20,20,564,567,car,trailer,vehicle_vehicle,20129,20133,20133,805.16,805.32,805.32,4.242333794033663,1.4818593511067184,0.3636089786370387,2.85231028641696,0.6847957488831729,15.0,3.0,3.5,0.8,-5.8762,0.6988,16.116199999999992,15.422399999999925,5,564,7.2405662161187365,26.066038378027454,20_564_567_20133_ego_564,clips/20/20_event_0151_pair_564_567_peak_20133_ego_564.csv,20058,20208,151,6.04,567,car,trailer,7.2405662161187365,26.066038378027454,7.819231641810865,4.7355906748789005,11.054303844204753,28.149233910519115,17.048126429564043,39.795493839137116,4.242333794033663,2.85231028641696,3,2
14,14,13,139,truck,car,vehicle_vehicle,6005,6021,6021,240.2,240.84,240.84,2.7938017413553093,0.02560670889130381,2.784062654472186,9.102052408660368,0.6805020383343485,15.0,3.0,3.5,0.8,-0.0,-0.4572,0.0,41.844300000000004,17,139,9.102052408660368,32.76738867117733,14_13_139_6021_ego_139,clips/14/14_event_0006_pair_13_139_peak_6021_ego_139.csv,5946,6096,151,6.04,13,car,truck,9.102052408660368,32.76738867117733,9.559095142963747,8.746991965813162,11.74067332183295,34.41274251466949,31.489171076927384,42.26642395859862,2.7938017413553093,9.102052408660368,6,2
14,14,13,180,truck,car,vehicle_vehicle,8268,8283,8283,330.72,331.32,331.32,2.8535992518221653,0.009053490653765517,2.8524163356434316,9.26432184782027,0.6753523528132965,15.0,3.0,3.5,0.8,0.0,-0.7604,0.0,42.611200000000025,16,180,9.074598208736296,32.668553551450664,14_13_180_8283_ego_180,clips/14/14_event_0013_pair_13_180_peak_8283_ego_180.csv,8208,8358,151,6.04,13,car,truck,9.074598208736296,32.668553551450664,9.743652433789723,9.048685778608958,10.78558842947384,35.077148761643,32.57526880299225,38.828118346105825,2.8535992518221653,9.074598208736296,6,2
05,5,417,418,car,trailer,vehicle_vehicle,15448,15469,15469,617.92,618.76,618.76,2.807613192731508,0.05240932352497433,1.195355377202244,2.1841584420549727,0.6739771745321346,15.0,3.0,3.5,0.8,-1.7854,0.6546,21.708599999999905,17.915700000000072,22,417,12.763501209699477,45.94860435491812,05_417_418_15469_ego_417,clips/05/05_event_0062_pair_417_418_peak_15469_ego_417.csv,15394,15544,151,6.04,418,car,trailer,12.763501209699477,45.94860435491812,12.41077286412165,10.602559693300481,17.041192939462896,44.678782310837946,38.16921489588174,61.34829458206642,2.807613192731508,0.8426450972977889,3,2
12,12,275,318,truck,truck,vehicle_vehicle,26168,26208,26208,1046.72,1048.32,1048.32,2.8572409156387257,0.024585721063544203,2.8563500793589176,2.9018206836398424,0.6725805883627269,15.0,3.0,3.5,0.8,-0.0977,0.0,24.32030000000003,0.0,41,275,2.9018206836398424,10.446554461103434,12_275_318_26208_ego_275,clips/12/12_event_0035_pair_275_318_peak_26208_ego_275.csv,26133,26283,151,6.04,318,truck,truck,2.9018206836398424,10.446554461103434,2.708580091688639,2.0373063883471234,2.9138500596290124,9.7508883300791,7.334302998049645,10.489860214664445,2.8572409156387257,2.9018206836398424,3,2
14,14,13,188,truck,car,vehicle_vehicle,8805,8821,8821,352.2,352.84,352.84,2.892431235137664,0.0035417244397019263,2.892302744894713,7.697718103438187,0.6716727170427379,15.0,3.0,3.5,0.8,0.0,0.1833,0.0,48.400199999999955,17,188,7.697718103438187,27.711785172377475,14_13_188_8821_ego_188,clips/14/14_event_0016_pair_13_188_peak_8821_ego_188.csv,8746,8896,151,6.04,13,car,truck,7.697718103438187,27.711785172377475,7.701602632066217,6.405852796466681,9.664659257832115,27.725769475438383,23.061070067280053,34.792773328195615,2.892431235137664,7.697718103438187,6,2
13,13,267,305,van,trailer,vehicle_vehicle,12526,12546,12546,501.04,501.84,501.84,2.9004794638128435,0.01144134185622063,2.8996177829093526,6.17893902624067,0.669648960913127,15.0,3.0,3.5,0.8,-0.4675,0.0,38.605099999999965,0.0,21,267,6.17893902624067,22.244180494466413,13_267_305_12546_ego_267,clips/13/13_event_0062_pair_267_305_peak_12546_ego_267.csv,12471,12621,151,6.04,305,van,trailer,6.17893902624067,22.244180494466413,6.243676230177943,6.040292066613998,6.841451430800339,22.477234428640596,21.745051439810393,24.62922515088122,2.9004794638128435,6.17893902624067,7,2
08,8,301,302,trailer,car,vehicle_vehicle,12045,12045,12045,481.8,481.8,481.8,2.8881507613003854,0.03488379824405407,2.8714728633595583,8.884724019349166,0.6691114671100976,15.0,3.0,3.5,0.8,-2.5188,-0.5985,10.949199999999962,1.095100000000059,1,301,3.147139026163287,11.329700494187833,08_301_302_12045_ego_301,clips/08/08_event_0048_pair_301_302_peak_12045_ego_301.csv,11970,12120,151,6.04,302,trailer,car,3.147139026163287,11.329700494187833,1.1593501507296762,0.003956008088970496,4.015943936361662,4.173660542626834,0.014241629120293788,14.457398170901984,2.8881507613003854,8.884724019349166,4,2
09,9,190,191,van,trailer,vehicle_vehicle,7641,7659,7651,305.64,306.36,306.04,3.0598262908210954,0.771188291830489,0.9332157124354518,3.1969386481445015,0.6687434327057926,15.0,3.0,3.5,0.8,-2.6245,0.6005,24.4649,21.358299999999986,19,190,7.8188848955589565,28.147985624012243,09_190_191_7651_ego_190,clips/09/09_event_0049_pair_190_191_peak_7651_ego_190.csv,7576,7726,151,6.04,191,van,trailer,7.8188848955589565,28.147985624012243,9.947811864382798,7.597944767501275,14.099833177027307,35.81212271177807,27.35260116300459,50.759399437298306,3.8975911150350266,3.059868392594688,5,2
19,19,331,340,car,car,vehicle_vehicle,12392,12419,12419,495.68,496.76,496.76,2.9061348901935014,0.021418973448374203,2.8287805983131933,8.56706778308658,0.6677996435995273,15.0,3.0,3.5,0.8,-0.0234,-2.1743,0.34879999999992606,0.685499999999962,28,340,7.027303744680459,25.298293480849654,19_331_340_12419_ego_340,clips/19/19_event_0065_pair_331_340_peak_12419_ego_340.csv,12344,12494,151,6.04,331,car,car,7.027303744680459,25.298293480849654,6.551757729214207,5.147064586732908,8.559856844597345,23.586327825171143,18.52943251223847,30.81548464055044,2.9061348901935014,6.885375600502852,5,2
12,12,275,318,truck,truck,vehicle_vehicle,15368,15404,15404,614.72,616.16,616.16,2.9103451221461674,0.017703657587059028,2.9096101034275548,3.761384528335278,0.6675788393905701,15.0,3.0,3.5,0.8,-0.0019,-0.1825,0.26530000000002474,26.214000000000027,37,318,3.7927342709449077,13.653843375401667,12_275_318_15404_ego_318,clips/12/12_event_0034_pair_275_318_peak_15404_ego_318.csv,15329,15479,151,6.04,275,truck,truck,3.7927342709449077,13.653843375401667,3.669366711210867,3.0593393616923246,3.837197607629818,13.209720160359122,11.013621702092369,13.813911387467346,2.9103451221461674,3.6944179040817784,3,2
12,12,324,325,car,car,vehicle_vehicle,15542,15572,15572,621.68,622.88,622.88,2.940512201981146,0.0016765052649478595,2.828049421586858,5.670789991703096,0.6664919968660559,15.0,3.0,3.5,0.8,-0.5848,-0.446,3.321900000000028,41.057000000000016,31,325,6.706886043463091,24.144789756467127,12_324_325_15572_ego_325,clips/12/12_event_0055_pair_324_325_peak_15572_ego_325.csv,15497,15647,151,6.04,324,car,car,6.706886043463091,24.144789756467127,6.7703489331101325,3.2238786732754074,7.952298989600429,24.373256159196476,11.605963223791466,28.628276362561547,2.940512201981146,5.643633655722171,4,2
13,13,7,304,motorcycle,truck,vehicle_cyclist,5354,5367,5367,214.16,214.68,214.68,2.116988835586996,0.01896597143936491,2.11326612294809,6.616646553957677,0.6664211134852801,12.0,3.5,2.5,0.5,-0.4163,0.0,46.217600000000004,0.0,14,7,6.616646553957677,23.819927594247638,13_7_304_5367_ego_7,clips/13/13_event_0000_pair_7_304_peak_5367_ego_7.csv,5292,5442,151,6.04,304,motorcycle,truck,6.616646553957677,23.819927594247638,6.499444916351173,6.157689600004209,6.702704463125314,23.398001698864224,22.167682560015155,24.12973606725113,2.116988835586996,6.616646553957677,7,2
19,19,2,3,bicycle,bicycle,cyclist_cyclist,17563,17590,17590,702.52,703.6,703.6,1.7195342683412878,0.0013690112214186107,1.5014701149077374,9.143744216129408,0.664493439786322,10.0,3.0,2.0,0.3,0.0059,-0.3963,14.556600000000003,9.433499999999981,28,3,4.002780454883831,14.41000963758179,19_2_3_17590_ego_3,clips/19/19_event_0003_pair_2_3_peak_17590_ego_3.csv,17515,17665,151,6.04,2,bicycle,bicycle,4.002780454883831,14.41000963758179,4.197578701701712,3.705131943669483,4.7574430548352336,15.111283326126163,13.33847499721014,17.12679499740684,1.7195342683412878,9.143744216129408,4,2
13,13,247,304,car,truck,vehicle_vehicle,11732,11750,11750,469.28,470.0,470.0,2.937500517446758,0.023057055754157497,2.9336844642268347,6.491816622487113,0.6640063216482363,15.0,3.0,3.5,0.8,-0.7049,0.0,43.940999999999974,0.0,19,247,6.491816622487113,23.370539840953608,13_247_304_11750_ego_247,clips/13/13_event_0055_pair_247_304_peak_11750_ego_247.csv,11675,11825,151,6.04,304,car,truck,6.491816622487113,23.370539840953608,6.5129895202966335,5.623648947969636,7.632465203982263,23.446762273067883,20.245136212690692,27.476874734336146,2.937500517446758,6.491816622487113,8,2
05,5,588,592,car,car,vehicle_vehicle,22643,22673,22673,905.72,906.92,906.92,2.950414591205783,0.02151639636513222,2.9264986877000267,10.808241039595666,0.6630909733301775,15.0,3.0,3.5,0.8,-0.7903,-2.3726,0.5178999999999405,1.3474999999999966,31,592,12.342069189969727,44.43144908389102,05_588_592_22673_ego_592,clips/05/05_event_0082_pair_588_592_peak_22673_ego_592.csv,22598,22748,151,6.04,588,car,car,12.342069189969727,44.43144908389102,11.31040298906529,8.71806566676347,13.913504436338101,40.717450760635046,31.385036400348493,50.088615970817166,2.950414591205783,9.431734700467352,5,2
18,18,99,100,car,car,vehicle_vehicle,2708,2714,2714,108.32,108.56,108.56,2.956883543530248,0.015442423773552488,2.952015502325227,6.816987188633992,0.6627145107791217,15.0,3.0,3.5,0.8,-3.3695,0.0834,1.2007000000000119,1.886199999999974,7,99,8.76803185441294,31.56491467588658,18_99_100_2714_ego_99,clips/18/18_event_0018_pair_99_100_peak_2714_ego_99.csv,2639,2789,151,6.04,100,car,car,8.76803185441294,31.56491467588658,6.049845680185629,4.177752898389276,9.799566364385722,21.779444448668265,15.039910434201394,35.2784389117886,2.956883543530248,5.98219980024071,3,2
00,0,259,343,car,car,vehicle_vehicle,18740,18769,18769,749.6,750.76,750.76,2.967266528305139,0.017271857028421895,2.9606063999392287,12.94020782290609,0.6617365697309336,15.0,3.0,3.5,0.8,-2.403,-0.0,5.145899999999983,0.0,30,259,11.078116262253255,39.88121854411172,00_259_343_18769_ego_259,clips/00/00_event_0122_pair_259_343_peak_18769_ego_259.csv,18694,18844,151,6.04,343,car,car,11.078116262253255,39.88121854411172,9.64784806504802,2.5621892455476427,13.167244690518968,34.73225303417287,9.223881283971513,47.40208088586829,2.967266528305139,11.078116262253255,5,2
